STATE_NAME,rain_in_mm,year
CHHATTISGARH,201.5,2006
CHHATTISGARH,81.5,2006
ANDHRA PRADESH,0,2006
ANDHRA PRADESH,1.7,2006
ANDHRA PRADESH,0.1,2006
ANDHRA PRADESH,1.8,2006
ANDHRA PRADESH,3.6,2006
ANDHRA PRADESH,241.5,2006
ANDHRA PRADESH,306.7,2006
ANDHRA PRADESH,343.3,2006
ANDHRA PRADESH,165,2006
ANDHRA PRADESH,0.2,2006
ANDHRA PRADESH,0,2006
ANDHRA PRADESH,0,2006
TELANGANA,57.8,2006
TELANGANA,35.8,2006
TELANGANA,134.2,2006
TELANGANA,403.4,2006
TELANGANA,187.4,2006
TELANGANA,645.8,2006
TELANGANA,638.9,2006
TELANGANA,316,2006
TELANGANA,724.9,2006
TELANGANA,248.1,2006
TELANGANA,22,2006
TELANGANA,26.2,2006
RAYALSEEMA,0.1,2006
RAYALSEEMA,0,2006
RAYALSEEMA,0,2006
RAYALSEEMA,0,2006
RAYALSEEMA,0,2006
RAYALSEEMA,34.4,2006
RAYALSEEMA,178.2,2006
RAYALSEEMA,230.3,2006
RAYALSEEMA,263.8,2006
RAYALSEEMA,7.1,2006
RAYALSEEMA,0,2006
RAYALSEEMA,0,2006
TAMIL NADU,0.2,2006
TAMIL NADU,5.7,2006
TAMIL NADU,19.7,2006
TAMIL NADU,60.3,2006
TAMIL NADU,348.9,2006
TAMIL NADU,206.6,2006
TAMIL NADU,255.9,2006
TAMIL NADU,291.3,2006
TAMIL NADU,241.4,2006
TAMIL NADU,125.6,2006
TAMIL NADU,0.3,2006
TAMIL NADU,1.2,2006
KARNATAKA,1.8,2006
KARNATAKA,5.4,2006
KARNATAKA,0.1,2006
KARNATAKA,0.1,2006
KARNATAKA,18.5,2006
KARNATAKA,1028.3,2006
KARNATAKA,1478.5,2006
KARNATAKA,497.6,2006
KARNATAKA,340.7,2006
KARNATAKA,149.3,2006
KARNATAKA,2.1,2006
KARNATAKA,1.5,2006
KARNATAKA,0.9,2006
KARNATAKA,42.2,2006
